rowname,LMK Key,Local authority code,Property Type,Transaction Type,Tenure,Walls Description,Roof Description,Walls Energy Efficiency,Roof Energy Efficiency,Main Heat Description,Main Heat Energy Efficiency,Main Heat Environmental Efficiency,Main Fuel,Solar Water Heating,Construction Age Band,Current Energy Rating,Potential Energy Rating,CO2 Emissions Current,CO2 Emissions Potential,CO2 EMissions Current per floor area,Number of Habitable Rooms,Number of Heated Rooms,Photovoltaic Supply,Total Floor Area,Building Refernce number,Built Form,LSOA Code,MSOA Code,Latitude,Longitude,Index of Multiple Deprivation,Number of Properties (LSOA),Owned (LSOA),Social Rented (LSOA),Private Rented (LSOA),Date,Year,Month,IMD Decile,Nominal Construction Date,Local Authority,geo_point_2d
335610,e599c3498ebe89b3e1034fc99066f9cfc5dcd61a645fa161e94635fc9c59c19f,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.7,1.5,44,3,3,0,38,10002702882,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-06-10,2022,6,7,1999,North Somerset,"51.33163, -2.886176"
347290,1577864619912017092808123691230955,E06000024,Park home,FiT application,Owner occupied,"Park home wall, as built","Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 2007 onwards,D,D,3.0,3.0,28,4,4,,106,9540914578,Detached,E01014748,E02003088,51.33233,-2.758517,28487,548,370,66,96,2017-09-28,2017,9,9,2007,North Somerset,"51.33233, -2.758517"
312764,1549748219062017060714041572838703,E06000024,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,Electric storage heaters,Average,Very Poor,electricity (not community),N,England and Wales: 1983-1990,E,D,7.5,5.4,99,4,4,,75,767122578,Detached,E01014794,E02003066,51.4726,-2.809649,27482,755,656,59,34,2017-06-07,2017,6,9,1986,North Somerset,"51.4726, -2.809649"
328307,70c7bee8702bb86fa2f3897a8d4a882ce28c01327d419db59ac5fbf464e64af8,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.5,1.4,46,2,2,0,32,10002924712,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-26,2022,6,8,1999,North Somerset,"51.39142, -2.709545"
328309,06fb23c8c5048d47b8200dd4e4ffc73840ea029078209d9deb6f02e420b299d4,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 75 mm loft insulation",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.8,1.6,44,3,3,0,40,10002556241,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-26,2022,6,8,1999,North Somerset,"51.39142, -2.709545"
70378,1738653979842019072416484066512648,E06000023,Park home,marketed sale,Unknown,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.0,1.8,93,2,2,,33,5802775678,Detached,E01014586,E02003023,51.49231,-2.518977,10297,702,472,125,100,2019-07-24,2019,7,4,1979,"Bristol, City of","51.49231, -2.518977"
304232,1362168941532015091507421286078203,E06000024,Park home,assessment for green deal,Owner occupied,"Park home wall, as built","Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.6,1.9,53,4,4,,49,4346298378,Detached,E01014762,E02003074,51.42622,-2.864042,29114,626,541,5,79,2015-09-15,2015,9,9,1999,North Somerset,"51.42622, -2.864042"
84978,a9c6ee737a0dbbaf9016db31e847ed623b07cca92c40c1677a90299b3bf17300,E06000023,Park home,rental,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.6,2.2,37,3,3,0,71,10001400852,Detached,E01014575,E02003030,51.478,-2.557492,5852,659,334,119,202,2021-07-20,2021,7,2,1999,"Bristol, City of","51.478, -2.557492"
85117,1781144285312020022416501628700567,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,37,4,4,,60,5752588678,Detached,E01014575,E02003030,51.478,-2.557492,5852,659,334,119,202,2020-02-24,2020,2,2,1999,"Bristol, City of","51.478, -2.557492"
100198,1807376172442020081209494273000528,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,,61,1437670778,Detached,E01014576,E02003030,51.46476,-2.549902,12202,904,627,106,162,2020-08-12,2020,8,4,1999,"Bristol, City of","51.46476, -2.549902"
100310,1814324022802020080416240971107208,E06000023,Park home,Stock Condition Survey,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,No system present: electric heaters assumed,Very Poor,Poor,To be used only when there is no heating/hot-water system,N,England and Wales: 1996-2002,F,C,4.2,1.7,70,4,0,,61,3892621778,Detached,E01014686,E02003039,51.46498,-2.542001,10698,774,501,111,155,2020-08-04,2020,8,4,1999,"Bristol, City of","51.46498, -2.542001"
63624,48c5c58167c6c65f33a1668bc46b4e3b7b60e1e19a838d103b7f062fbd8c1261,E06000023,Park home,rental,Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,0,61,10001526931,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2021-07-20,2021,7,5,1999,"Bristol, City of","51.49979, -2.592735"
63917,1532675227332017041813083521778906,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,38,4,4,,61,2661990578,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2017-04-18,2017,4,5,1999,"Bristol, City of","51.49979, -2.592735"
64407,1569269248332017082311464884278700,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.3,2.0,38,4,4,,61,4074753578,Detached,E01014631,E02003015,51.49902,-2.593431,16300,531,308,108,109,2017-08-23,2017,8,5,1999,"Bristol, City of","51.49902, -2.593431"
64462,1684333611012018122410111198089468,E06000023,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,37,4,4,,60,4893181678,Detached,E01014631,E02003015,51.49902,-2.593431,16300,531,308,108,109,2018-12-24,2018,12,5,1999,"Bristol, City of","51.49902, -2.593431"
66291,1694537059762019020514432602798191,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 300 mm loft insulation",Average,Very Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,2.0,37,4,4,,61,9003552678,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2019-02-05,2019,2,8,1999,"Bristol, City of","51.4952, -2.622969"
109324,1582574280332017101815201023978290,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 150 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,38,4,4,,58,8073254578,Detached,E01014676,E02003038,51.45863,-2.522927,11238,673,428,146,88,2017-10-18,2017,10,4,1999,"Bristol, City of","51.45863, -2.522927"
109329,1582544142552017101815190695939750,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,,60,7031254578,Detached,E01014676,E02003038,51.45863,-2.522927,11238,673,428,146,88,2017-10-18,2017,10,4,1999,"Bristol, City of","51.45863, -2.522927"
83835,b8d6e61f9e55cf333e33b8d907eb6ce8997ed799b1fcce957e1367e7118b063a,E06000023,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, 100 mm loft insulation",Very Poor,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,C,3.7,2.2,53,3,3,0,69,10003586606,Detached,E01014713,E02003026,51.47836,-2.648677,30769,577,496,17,59,2022-11-24,2022,11,10,1979,"Bristol, City of","51.47836, -2.648677"
99417,1529970347332017032411212591278809,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,No system present: electric heaters assumed,Very Poor,Poor,To be used only when there is no heating/hot-water system,N,England and Wales: 1996-2002,F,C,4.3,1.8,70,4,0,,61,4941870578,Detached,E01014686,E02003039,51.46529,-2.543445,10698,774,501,111,155,2017-03-24,2017,3,4,1999,"Bristol, City of","51.46529, -2.543445"
99461,1452347449312016061012141292960443,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.3,2.0,38,4,4,,61,4399925478,Detached,E01014686,E02003039,51.46529,-2.543445,10698,774,501,111,155,2016-06-10,2016,6,4,1999,"Bristol, City of","51.46529, -2.543445"
63390,1620894105152018040913270292080356,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,38,4,4,,61,3655527578,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2018-04-09,2018,4,5,1999,"Bristol, City of","51.49979, -2.592735"
63835,1623971279922018042415140057238838,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 300 mm loft insulation",Average,Very Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,37,4,4,,61,3590747578,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2018-04-24,2018,4,5,1999,"Bristol, City of","51.49979, -2.592735"
64079,1532595599002017041814015257037598,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,2.0,37,4,4,,61,48890578,Detached,E01014631,E02003015,51.49902,-2.593431,16300,531,308,108,109,2017-04-18,2017,4,5,1999,"Bristol, City of","51.49902, -2.593431"
64341,0b2b820f8d19b070cf44121151d3072661a90fa57f201d6959692646009610be,E06000023,Park home,non marketed sale,Social rented,"Park home wall, as built","Pitched, 300 mm loft insulation",Average,Very Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,0,61,10001977807,Detached,E01014631,E02003015,51.49902,-2.593431,16300,531,308,108,109,2021-10-28,2021,10,5,1999,"Bristol, City of","51.49902, -2.593431"
66318,1740512089402019080909494563510298,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,38,4,4,,61,3425985678,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2019-08-09,2019,8,8,1999,"Bristol, City of","51.4952, -2.622969"
66347,1564636829602017081810400458330828,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,2.0,37,4,4,,61,7637323578,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2017-08-18,2017,8,8,1999,"Bristol, City of","51.4952, -2.622969"
66533,1504018599942017011009454440869728,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,No system present: electric heaters assumed,Very Poor,Poor,To be used only when there is no heating/hot-water system,N,England and Wales: 1996-2002,F,C,4.6,1.8,75,4,0,,61,1930798478,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2017-01-10,2017,1,8,1999,"Bristol, City of","51.4952, -2.622969"
66636,1660590109062018101216093470448048,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.0,1.8,35,4,4,,58,4780010678,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2018-10-12,2018,10,8,1999,"Bristol, City of","51.4952, -2.622969"
66788,1214945961752018031415175595080224,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 150 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,2.0,38,4,4,,61,2448158278,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2018-03-14,2018,3,8,1999,"Bristol, City of","51.4952, -2.622969"
100032,1560008599842017072717582156239148,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,37,4,4,,60,8864192578,Detached,E01014686,E02003039,51.46498,-2.542001,10698,774,501,111,155,2017-07-27,2017,7,4,1999,"Bristol, City of","51.46498, -2.542001"
100673,1606122441812018021912150392080756,E06000023,Park home,non marketed sale,Social rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.4,1.8,39,4,4,,61,7668126578,Detached,E01014686,E02003039,51.46445,-2.543262,10698,774,501,111,155,2018-02-19,2018,2,4,1999,"Bristol, City of","51.46445, -2.543262"
100693,1542062959062017061210432441318933,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,,61,3432561578,Detached,E01014686,E02003039,51.46445,-2.543262,10698,774,501,111,155,2017-06-12,2017,6,4,1999,"Bristol, City of","51.46445, -2.543262"
63464,1532787189722017041813462640698263,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 300 mm loft insulation",Average,Very Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,37,4,4,,61,6469890578,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2017-04-18,2017,4,5,1999,"Bristol, City of","51.49979, -2.592735"
63477,1795279072262020042016152579558270,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,No system present: electric heaters assumed,Very Poor,Poor,To be used only when there is no heating/hot-water system,N,England and Wales: 1996-2002,F,C,4.4,1.8,73,4,0,,61,7785789678,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2020-04-20,2020,4,5,1999,"Bristol, City of","51.49979, -2.592735"
63841,1490964529222016110214200708648796,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,2.0,37,4,4,,61,9030208478,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2016-11-02,2016,11,5,1999,"Bristol, City of","51.49979, -2.592735"
63949,247ab2e3c8a5c5e125ba60b8235dd313b9dfe1cdf04b272a058acd2fab2bf8c6,E06000023,Park home,rental,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.2,1.9,36,4,4,0,61,10001487841,Detached,E01014631,E02003015,51.49979,-2.592735,16300,531,308,108,109,2021-08-04,2021,8,5,1999,"Bristol, City of","51.49979, -2.592735"
66315,1541706129022017060212593401388033,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 150 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,2.0,38,4,4,,61,3089261578,Detached,E01014721,E02003017,51.4952,-2.622969,24058,667,514,83,67,2017-06-02,2017,6,8,1999,"Bristol, City of","51.4952, -2.622969"
66822,1553887648612017071712555194230358,E06000023,Park home,rental (social),Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,1.9,38,4,4,,61,3833842578,Detached,E01014721,E02003017,51.49471,-2.621306,24058,667,514,83,67,2017-07-17,2017,7,8,1999,"Bristol, City of","51.49471, -2.621306"
109258,1459391879802016070813030849560548,E06000023,Park home,none of the above,Private rented,"Park home wall, as built","Pitched, 200 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.4,1.9,39,3,3,,61,4888875478,Detached,E01014676,E02003038,51.45863,-2.522927,11238,673,428,146,88,2016-07-08,2016,7,4,1999,"Bristol, City of","51.45863, -2.522927"
109489,1420098909742016041514393742360378,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 270 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.1,1.9,37,3,3,,58,7762103478,Detached,E01014676,E02003038,51.45863,-2.522927,11238,673,428,146,88,2016-04-15,2016,4,4,1999,"Bristol, City of","51.45863, -2.522927"
340518,a23f0a47bfa8f3598e6bb7aab370d220e889b7b067faa28f18d04979c8b67a2a,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Average,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,E,2.3,2.2,49,3,3,0,47,10002717993,Detached,E01014744,E02003087,51.33197,-2.887236,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33197, -2.887236"
144419,10dbb3577f66419f448bffd140d14cd0d53487b17d9de65d8165a8e8a7d77164,E06000023,Park home,rental,Private rented,"Park home wall, as built","Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 2007-2011,E,E,1.7,1.7,52,2,2,0,32,10005065115,Detached,E01014597,E02003062,51.40624,-2.621845,483,598,281,252,61,2023-09-26,2023,9,1,2009,"Bristol, City of","51.40624, -2.621845"
201278,03707f0248f9afb71145da81af2501bf56f6accc36ec2b8fd15953ccd72157e3,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Very Poor,Good,bottled LPG,N,England and Wales: 1983-1990,F,E,2.8,2.5,44,3,3,0,64,10001972513,Detached,E01014861,E02003094,51.51564,-2.65255,14305,958,715,117,108,2021-12-23,2021,12,5,1986,South Gloucestershire,"51.51564, -2.65255"
201771,ff376c87db7e7ab74df9276c4a37bce4c7550d25c469a39386261b387749b0a8,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, LPG",Very Poor,Good,bottled LPG,N,England and Wales: 2007-2011,D,D,1.4,1.3,46,3,3,0,30,10002316771,Detached,E01014954,E02003094,51.56077,-2.664617,23288,688,526,49,111,2022-02-11,2022,2,8,2009,South Gloucestershire,"51.56077, -2.664617"
206582,84eeb3e1d74891f6dea561f493d38eab85a3dedb926c1e93c10d2a9db26fc070,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,E,D,3.9,2.4,85,2,2,0,46,10002146476,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-05-04,2022,5,4,1986,South Gloucestershire,"51.50827, -2.558583"
206584,e020af13a743af9e3f3de060b12bbf40963360bfd8fcd0db22d4a41d85712cf0,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,D,1.9,1.6,49,3,1,0,38,10002743304,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-04-04,2022,4,4,1986,South Gloucestershire,"51.50827, -2.558583"
206586,c0cf19cdedc1a1576f2a5423ce42a24d8ac01fe7f9ef1a833399825ae8153cfa,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.4,3.2,61,3,3,0,56,10002322150,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-04-29,2022,4,4,1979,South Gloucestershire,"51.50827, -2.558583"
206760,0ad37927e80ade041dc73693d104192d028a7780daaf83eefe55bbd51c8fe4d0,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,4.7,3.2,67,3,3,0,70,10000901990,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206763,ab025a5483c5843c8fe0f202ca36eb67ed165ceced44ce6d99e41c2c3510bdfb,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,5.3,3.5,75,3,3,0,70,10000904984,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206764,1333883699542015061717181339659638,E06000025,Park home,marketed sale,Unknown,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,2.5,1.9,45,3,3,,57,8534096378,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2015-06-17,2015,6,4,1986,South Gloucestershire,"51.50927, -2.55989"
206765,0074e4eae2a2a8098af4d675a8dc381977c078cb09d401c6076febb75b50d224,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Flat, insulated (assumed)",Very Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,2.3,2.3,32,4,4,0,73,10002927533,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2022-06-08,2022,6,4,1999,South Gloucestershire,"51.50927, -2.55989"
206767,91d33a22d85ac84d7acf8f854a8e19049984f2187ed84e83d3ae9381d27904fe,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,4.3,3.2,67,3,3,0,64,10001210194,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206768,26700d933af1b3565d20688f03a4f771318ef5ecbe579afd52ec1c2eecc66698,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.5,2.4,83,2,2,0,43,10001211903,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206773,77a75e148b70ff8a50c39c9333efd007760c486ed49dccc7747ab29a6fa6b413,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,D,2.4,2.4,37,4,4,0,65,10002866160,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-04-04,2022,4,4,1986,South Gloucestershire,"51.50997, -2.559928"
206774,d7c862bd28978951c615dd3ebd7325649d2e4262d0b33d851db6e1eb2c4aed6c,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.8,3.3,53,3,3,0,73,10002478349,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-02-22,2022,2,4,1979,South Gloucestershire,"51.50997, -2.559928"
206775,6c454a183bd444c80c7151a0ed3067d320f8e4ede508fa2d05eb96c6e2c5ddfb,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,2.7,2.6,37,4,4,0,74,10002289509,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-02-11,2022,2,4,1986,South Gloucestershire,"51.50997, -2.559928"
206783,f462654776d5ba1e33f5aa80022d48fe4854244cf6665a941b6d20003773bef0,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.6,2.6,67,2,2,0,39,10002649850,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-05-04,2022,5,4,1979,South Gloucestershire,"51.50901, -2.558721"
206786,ba4eb5f3e2fe32d263909ed868ddcfdf2edf4250547ffb133cf47362bbfbf082,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.5,3.2,52,3,3,0,67,10002433492,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-05-19,2022,5,4,1979,South Gloucestershire,"51.50901, -2.558721"
